id	name	rarity	description	requirements	effects	end
1731	A group of mages has come to s	-2	A group of mages has come to study the Path of Fire under a true master!	luck 2|pathfire 4|lab 1|magic 0|land 1	nation -2|com 99|addequip 1|2com 98	
1732	A Mage has come to study the P	-2	A Mage has come to study the Path of Water under a true master!	pathwater 4|lab 1|magic 0|land 1	nation -2|com 102|addequip 1	
1733	A Mage has come to study the P	-2	A Mage has come to study the Path of Water under a true master!	luck 1|pathwater 4|lab 1|magic 0	nation -2|com 103|addequip 1	
1734	A group of mages has come to s	-2	A group of mages has come to study the Path of Water under a true master!	luck 2|pathwater 4|lab 1|magic 0	nation -2|com 103|addequip 1|2com 102	
1735	A Mage has come to study the P	-2	A Mage has come to study the Path of Air under a true master!	pathair 4|lab 1|magic 0|land 1	nation -2|com 92|addequip 1	
1736	A Mage has come to study the P	-2	A Mage has come to study the Path of Air under a true master!	luck 1|pathair 4|lab 1|magic 0|land 1	nation -2|com 93|addequip 1	
1737	A group of mages has come to s	-2	A group of mages has come to study the Path of Air under a true master!	luck 2|pathair 4|lab 1|magic 0|land 1	nation -2|com 93|addequip 1|2com 92	
1738	A Mage has come to study Necro	-2	A Mage has come to study Necromancy under a true master!	pathdeath 4|lab 1|magic 0|land 1	nation -2|com 310|addequip 1	
1739	A Mage has come to study Necro	-2	A Mage has come to study Necromancy under a true master!	luck 1|pathdeath 4|lab 1|magic 0|land 1	nation -2|com 310|addequip 1	
1740	A group of mages has come to s	-2	A group of mages has come to study Necromancy under a true master!	luck 1|pathdeath 4|lab 1|magic 0|land 1	nation -2|com 310|addequip 1|2com 94	
1741	A Mage has come to study the P	-2	A Mage has come to study the Path of Fire under a true master!	pathfire 4|lab 1|magic 3|land 1	nation -2|com 98|addequip 1	
1742	A Mage has come to study the P	-2	A Mage has come to study the Path of Fire under a true master!	luck 1|pathfire 4|lab 1|magic 3|land 1	nation -2|com 99|addequip 1	
1743	A group of mages has come to s	-2	A group of mages has come to study the Path of Fire under a true master!	luck 1|pathfire 4|lab 1|magic 3|land 1	nation -2|com 99|addequip 1|2com 98	
1744	A Mage has come to study the P	-2	A Mage has come to study the Path of Water under a true master!	pathwater 4|lab 1|magic 3	nation -2|com 102|addequip 1	
1745	A Mage has come to study the P	-2	A Mage has come to study the Path of Water under a true master!	luck 1|pathwater 4|lab 1|magic 3	nation -2|com 103|addequip 1	
1746	A group of mages has come to s	-2	A group of mages has come to study the Path of Water under a true master!	luck 1|pathwater 4|lab 1|magic 3	nation -2|com 103|addequip 1|2com 102	
1747	A Mage has come to study the P	-2	A Mage has come to study the Path of Air under a true master!	pathair 4|lab 1|magic 3|land 1	nation -2|com 92|addequip 1	
1748	A Mage has come to study the P	-2	A Mage has come to study the Path of Air under a true master!	luck 1|pathair 4|lab 1|magic 3|land 1	nation -2|com 93|addequip 1	
1749	A group of mages has come to s	-2	A group of mages has come to study the Path of Air under a true master!	luck 1|pathair 4|lab 1|magic 3|land 1	nation -2|com 93|addequip 1|2com 92	
1750	A Mage has come to study Necro	-2	A Mage has come to study Necromancy under a true master!	pathdeath 4|lab 1|magic 3|land 1	nation -2|com 310|addequip 1	
1751	A Mage has come to study Necro	-2	A Mage has come to study Necromancy under a true master!	luck 1|pathdeath 4|lab 1|magic 3|land 1	nation -2|com 310|addequip 1	
1752	A group of mages has come to s	-2	A group of mages has come to study Necromancy under a true master!	luck 1|pathdeath 4|lab 1|magic 3|land 1	nation -2|com 310|addequip 1|2com 94	
1753	A Mage has come to study under	-2	A Mage has come to study under a true master!	pathearth 1|pathfire 1|lab 1|magic 3|pathastral 4|land 1	nation -2|com 480|addequip 1	
1754	A Mage has come to study the m	-2	A Mage has come to study the mysteries under a true master!	pathearth 1|pathfire 1|lab 1|magic 3|pathastral 4|land 1	nation -2|com 481|addequip 1	
1755	A group of mages has come to s	-2	A group of mages has come to study the mysteries under a true master!	pathearth 1|pathfire 1|lab 1|magic 3|pathastral 4|land 1	nation -2|com 481|addequip 1|2com 480	
1756	Seafarers have found a new por	-1	Seafarers have found a new port of call with lucrative trade. They are bringing home valuable wares and tax gains have increased.	coast 1|luck 2|minpop 200	landgold 15	
1757	Seafarers have found a new por	-1	Seafarers have found a new port of call with lucrative trade. They are bringing home valuable wares and tax gains have increased.	coast 1|luck 3|minpop 200	landgold 25	
1758	A treasure has been found!	-1	A treasure has been found!	luck 1|turn 15	gold 500|1d3vis Elemental|magicitem 2	
1759	A treasure has been found!	-1	A treasure has been found!	luck 2|turn 15	gold 1000|1d6vis Elemental|magicitem 3	
1760	A treasure has been found!	-1	A treasure has been found!	luck 3|turn 15	gold 1500|1d6vis Elemental|magicitem 4	
1761	A hidden laboratory has been f	-1	A hidden laboratory has been found and claimed in your name.	luck 1|lab 0|unique 2	lab 1|1d3vis Sorcery|magicitem 2	
1762	A hidden laboratory has been f	-1	A hidden laboratory has been found and claimed in your name.	luck 2|lab 0|unique 2	lab 1|1d6vis Sorcery|magicitem 3	
1763	A hidden laboratory has been f	-1	A hidden laboratory has been found and claimed in your name.	luck 3|lab 0|unique 2	lab 1|1d6vis Sorcery|magicitem 4	
1764	New trade routes have been ope	-1	New trade routes have been opened.	luck 1	landgold 10	
1765	New trade routes have been ope	-1	New trade routes have been opened.	luck 2	landgold 20	
1766	A series of unfortunate events	1	A series of unfortunate events have redirected important trade routes to other lands.	unluck 1|minpop 200|land 1	landgold -10	
1767	A series of unfortunate events	1	A series of unfortunate events have redirected important trade routes to other lands.	unluck 2|minpop 200|land 1	landgold -20	
1768	A series of unfortunate events	1	A series of unfortunate events have redirected important trade routes to other areas.	unluck 1|minpop 200|land 0	landgold -10	
1769	A series of unfortunate events	1	A series of unfortunate events have redirected important trade routes to other areas.	unluck 2|minpop 200|land 0	landgold -20	
1770	Trade is being over-regulated.	2	Trade is being over-regulated. This has led to a decline in production and income.	unluck 2|minpop 200|order 3	landgold -10|landprod -10	
1771	Trade is being over-regulated.	2	Trade is being over-regulated. This has led to a decline in production and income.	unluck 3|minpop 200|order 3	landgold -15|landprod -15	
1772	Fire Magic is a dangerous trad	2	Fire Magic is a dangerous trade. The lab has been destroyed by a failed pyromantic experiment, and an unbound elemental has escaped!	unluck 2|pathfire 1|lab 1|turn 15	lab 0|assassin 595	
1773	The temple foundation was slop	2	The temple foundation was sloppily built, leading to faults in the construction. Pillars and walls have collapsed. Repairs were costly and some followers have not bothered to attend mass lately.	lazy 2|temple 1|turn 15|dominion 3	temple 0|incdom -3	
1774	The extensive bureaucracy of t	1	The extensive bureaucracy of the local government is costly, decreasing tax gains to the treasury.	order 2|minpop 300	landgold -10	
1775	People have tired of your oppr	1	People have tired of your oppressive rule!	commander 0|minunrest 10|maxtroops 0|capital 0|order 3|land 1	revolt 1|unrest 20|incscale3 Turmoil|incdom -2|2com 18|6d6units 18	
1776	Some of the militia employed i	1	Some of the militia employed in defenses have been poorly trained. Many never show up for exercises.	lazy 2|mindef 6	defence -5	
1777	A group of freethinkers has be	1	A group of freethinkers has been banned. They and their kin has left the land in search of a more pluralistic government.	order 2	emigration 5	
1778	A troubadour has come to your 	-1	A troubadour has come to your court with his dancing bear, bringing much merriment.	land 1|capital 1|0x1200 47|luck 0|unique 1	nation -2|com 658|addequip 2|1unit 694	
1779	The goats have proliferated.	-1	The goats have proliferated.	season 0|unluck 1|monster 2227|monster 1565|unique 3|land 1	nation -2|2d6units 2227	
1780	A flock of Gryphons have been 	1	A flock of Gryphons have been attracted by the horses. They attack ferociously!	monster 25|turn 15|land 1	2com 2131|6d6units 2131	
1781	A flock of Gryphons have been 	1	A flock of Gryphons have been attracted by the horses. They attack ferociously!	monster 57|turn 15|land 1	2com 2131|6d6units 2131	
1782	A flock of Gryphons have been 	1	A flock of Gryphons have been attracted by the horses. They attack ferociously!	monster 24|turn 15|land 1	2com 2131|6d6units 2131	
1783	A Black Knight and his men hav	2	A Black Knight and his men have attacked the province!	growth 2|land 1|unluck 2|turn 25|unique 1	2com 489|com 489|addequip 2|4d6units 489	
1784	The younger brother of a local	-2	The younger brother of a local noble has hired a band of mercenaries and is now trying to take control of the province!	unluck 2|land 1|turn 15|noera 1|unique 2|poptype 30	com 20|2com 36|addequip 2|8d6units 40|6d6units 290	
1785	An unnatural plague has swept 	1	An unnatural plague has swept the province, killing thousands. Magical gems were found in the decaying corpses. Rumors of the mythical Crown of Darkness have circulated in the province ever since. [Crown of Darkness]	hiddensite 1	kill 50|unrest 10	
1786	Local legends speak of a great	-1	Local legends speak of a great Mage King that once ruled these lands. There came a time of decline, when magic and wonder drained from the realm. The wise King used his craft to preserve his citadel and his magical servants from harm, sealing it in the hidden realm with strong spells. Mayhap one greatly skilled in Astral Magic could find out more. [Citadel of the Mage King]	0x4600 1|hiddensite 1|luck 0|magic 0|unique 1|code 0	0x6B00 1|code 135	
1787	Your mage has found traces of 	0	Your mage has found traces of subtle yet powerful enchantments in some old ruins far from civilization. Given time, they can probably be unraveled. [Citadel of the Mage King]	hiddensite 1|pathastral 3|code 135	code 136	
1788	The old spells have been broke	0	The old spells have been broken! Suddenly the ruined citadel has come to life once more! Its walls have risen, banners fly from the parapets and the courtyard bustles with activity. Within the Great Hall the Mage King once more holds court! [Citadel of the Mage King]	hiddensite 1|pathastral 3|rare 33|code 136	code 0|revealsite 1|nation -2|com 340|astralboost 340	
1789	Your mage has dabbled in arts 	0	Your mage has dabbled in arts he does not fully master. During attempts to unravel the enchantments resting in this place, a magical flux has conjured beings of pure magic to attack the province! [Citadel of the Mage King]	hiddensite 1|pathastral 3|rare 15|code 135	2com 1983|6d6units 1983	
1790	The old spells have been broke	0	The old spells have been broken! Suddenly the ruined citadel has come to life once more! Its walls have risen, banners fly from the parapets and the courtyard bustles with activity. Within the Great Hall the Mage King once more holds court! [Citadel of the Mage King]	foundsite 1|code 135	code 0|nation -2|com 340|addequip 3|astralboost 340	
1791	Local legends speak of a time 	-1	Local legends speak of a time long ago when a powerful Necromancer held the land in terror with his undead servants. They say he found the secret of immortality. A hundred years passed before a group of heroes brought down his evil rule. The Necromancer could not be killed however, so supposedly he still hides in his secret lair, waiting for a chance to once more rise to power. Perhaps one greatly skilled in the Dark Arts could find his abode. [Necromancer's Lair]	0x4600 2|hiddensite 1|luck 0|magic 0|unique 1|code 0	0x6B00 1|code 138	
1792	Your mage has found traces of 	0	Your mage has found traces of subtle yet powerful magic in some old ruins far from civilization. Given time, it can probably be unraveled. [Necromancer's Lair]	hiddensite 1|pathdeath 3|code 138	code 139	
1793	The old spells have been broke	0	The old spells have been broken and the abode of The Necromancer revealed! Seeing the opportunities given in your service, he has agreed to follow your command. At least for now... [Necromancer's Lair]	hiddensite 1|pathdeath 3|rare 33|code 139	code 0|revealsite 1|nation -2|com 178|4d6units 533	
1794	Your mage has dabbled in arts 	0	Your mage has dabbled in arts he does not fully master. The undead servants of The Necromancer has been released upon the province![Necromancer's Lair]	hiddensite 1|pathdeath 3|rare 15|code 139	2com 533|6d6units 533|com 998	
1795	The old spells have been broke	0	The old spells have been broken and the abode of The Necromancer revealed! Seeing the opportunities given in your service, he has agreed to follow your command. At least for now... [Necromancer's Lair]	foundsite 1|code 139	code 0|nation -2|com 178|4d6units 533	
1796	The Necromancer has increased 	0	The Necromancer has increased his power! [Necromancer's Lair]	story 1|foundsite 1|mnr 178|unique 1|rare 15	deathboost 178	
1797	Cattle have disappeared. A far	0	Cattle have disappeared. A farmer found their bones on a scorched patch of earth.[Dragon Lair]	rare 1|0x4600 1|hiddensite 1|code 0	code 141|unrest 3	
1798	A Red Dragon has been sighted!	0	A Red Dragon has been sighted! Its lair must be nearby, probably full of treasures! A mage highly skilled in fire magic should be able to locate it.[Dragon Lair]	code 141|hiddensite 1	code 142|decscale Drain	
1799	The DragonÂ´s Lair has been fo	0	The DragonÂ´s Lair has been found unguarded! Heaps of gold, gems and magic items have been plundered from its hoard. [Dragon Lair]	foundsite 1|code 142	code 143|gold 1000|magicitem 3|1d6vis Elemental|magicitem 2	
1800	The Dragon is devastating the 	0	The Dragon is devastating the province, enraged by the theft of its gold![Dragon Lair]	unique 1|foundsite 1|rare 70|code 143	code 144|kill 5|unrest 30|com 2534|addequip 1	
1801	The Dragon has been slain! Its	0	The Dragon has been slain! Its scales have been fashioned into suits of magical armor, its gem-studded belly plundered. The world is poorer without such a fabulous creature. [Red Dragon Scale Mail]	nomonster 2534|code 144	code 0|magicitem 9|magicitem 9|1d3vis Elemental|incscale2 Drain	
1802	One of the goats has mysteriou	2	One of the goats has mysteriously disappeared. Its carcass was later found on a spot of scorched ground.	unique 2|monster 2227|code 0	code 145|killmon 2227	
1803	One of the goats has mysteriou	0	One of the goats has mysteriously disappeared. Its carcass was later found on a spot of scorched ground.	rare 4|unique 1|0x4600 2|monster 2227|code 0	code 145|killmon 2227	
1804	A Dragon has been attracted by	0	A Dragon has been attracted by the goats, and now roams the province for prey!	monster 2227|code 145	code 0|com 2534|addequip 1	
1805	Some magical gems have been fo	0	Some magical gems have been found near the spot of scorched earth where the goat was recently slain.	nomonster 2227|code 145	code 0|1d6vis F	
1806	Hunters report strange sightin	-1	Hunters report strange sightings from the forest. An area deep in the woods has become impassable from a sudden eruption of thorn and bramble that seem to move slowly, almost as if directed by an unknown force of will. Someone greatly skilled in nature magic may be able to pass the barrier. A less subtle option could be to burn a passage. [Tower of Thorns]	0x4600 1|hiddensite 1|unique 1|code 0	0x6B00 1|code 146|decscale3 Death|decscale2 Drain	
1807	A nature mage has used the cra	0	A nature mage has used the craft to make passage through the bramble. In the heart of the forest, a tower of thorn rises! The hedge surrounding it resists attempts to pass, but may yield in time.[Tower of Thorns]	hiddensite 1|pathnature 3|code 146	code 147	
1808	The corpse of an unfortunate a	0	The corpse of an unfortunate adventurer has been found in the thorn, with some items of value. The magic protecting this place is strong. More time is needed to clear the way.[Tower of Thorns]	hiddensite 1|pathnature 3|code 147	code 148|gold 10|magicitem 2	
1809	The Tower of Thorns have been 	0	The Tower of Thorns have been reached! Within resides a powerful mage. He has grudgingly accepted to yield to your power and wisdom. [Tower of Thorns]	hiddensite 1|pathnature 3|code 148	code 0|revealsite 1|nation -2|com 552|natureboost 552	
1810	With magical fire some of the 	0	With magical fire some of the thorn has been cleared. It grows back quickly however, so more time is needed. In the ashes some magical gems were found.[Tower of Thorns]	hiddensite 1|pathfire 2|code 146	code 148|1d6vis N	
1811	The thorn withers and burns un	0	The thorn withers and burns under the scorching magical flame! Part of the forest has been set on fire. From the center of the twisting growth a Mage emerges with his servants to defend his abode![Tower of Thorns]	hiddensite 1|rare 50|pathfire 2|code 148	code 0|com 552|addequip 1|natureboost 552|12d6units 362|revealsite 1	
1812	When pushing further into the 	0	When pushing further into the forest, the fire-wielder was attacked! [Tower of Thorns]	rare 20|targpath1 0|hiddensite 1|unique 1|code 148	assassin 362	
1813	When pushing further into the 	0	When pushing further into the forest, the fire-wielder was attacked! [Tower of Thorns]	rare 40|targpath1 0|hiddensite 1|unique 1|code 148	assassin 361	
1814	The Tower of Thorns has been f	0	The Tower of Thorns has been found! Within resides a powerful mage. When discovered he transformed into an eagle and escaped! Some of his items were left behind. [Tower of Thorns]	foundsite 1|code 146	code 0|magicitem 2|magicitem 3|2d6vis N|incscale3 Death|incscale2 Drain	
1815	The Tower of Thorns has been f	0	The Tower of Thorns has been found! Within resides a powerful mage. When discovered he transformed into an eagle and escaped! Some of his items were left behind. [Tower of Thorns]	foundsite 1|code 147	code 0|magicitem 2|magicitem 3|2d6vis N|incscale3 Death|incscale2 Drain	
1816	The Tower of Thorns has been f	0	The Tower of Thorns has been found! Within resides a powerful mage. When discovered he transformed into an eagle and escaped! Some of his items were left behind. [Tower of Thorns]	foundsite 1|code 148	code 0|magicitem 2|magicitem 3|2d6vis N|incscale3 Death|incscale2 Drain	
1817	In the droppings of some fabul	-2	In the droppings of some fabulous beast, magical gems have been found!	magic 1|land 1	1d3vis S|1d3vis N	
1818	In the droppings of some fabul	-2	In the droppings of some fabulous beast, magical gems have been found!	magic 2|land 1	1d3vis S|1d3vis N|1d3vis D	
1819	In the droppings of some fabul	-2	In the droppings of some fabulous beast, magical gems have been found!	magic 3|land 1	1d3vis S|1d3vis N|1d3vis D|1d3vis F	
1820	A fabulous beast has been slai	-2	A fabulous beast has been slain. In its belly were found a wealth of magical gems!	magic 3|land 1	1d6vis All	
1821	The Lair of a hideous troll ha	-1	The Lair of a hideous troll has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The troll itself escaped.	magic 1|land 1	gold 50|1d3vis All	
1822	The Lair of a hideous troll ha	-1	The Lair of a hideous troll has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The troll itself escaped.	magic 2|land 1	gold 50|1d6vis All	
1823	The Lair of a hideous troll ha	-1	The Lair of a hideous troll has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The troll itself escaped.	magic 3|land 1	gold 50|1d6vis All|magicitem 2	
1824	Strange plants have sprouted i	-2	Strange plants have sprouted in the rye fields this summer. Among their roots magical gems have been found!	magic 1|season 1|farm 1	1d6vis N	
1825	Strange plants have sprouted i	-2	Strange plants have sprouted in the rye fields this summer. Among their roots magical gems have been found!	magic 2|season 1|farm 1	2d6vis N	
1826	Strange plants have sprouted i	-2	Strange plants have sprouted in the rye fields this summer. Among their roots magical gems have been found!	magic 3|season 1|farm 1	3d6vis N	
1827	The nest of an Amphisbaena has	-2	The nest of an Amphisbaena has been found, wherein lay some magical gems.	magic 1|noseason 3|land 1	1d6vis Elemental	
1828	The nest of an Amphisbaena has	-2	The nest of an Amphisbaena has been found, wherein lay some magical gems.	magic 2|noseason 3|land 1	1d6vis Elemental	
1829	The nest of an Amphisbaena has	-2	The nest of an Amphisbaena has been found, wherein lay some magical gems.	magic 3|noseason 3|land 1	2d6vis Elemental	
1830	The nest of a Griffon has been	-2	The nest of a Griffon has been found. Among the eggs lay some items of power!	magic 1|noseason 3|mountain 1	magicitem 1|magicitem 1	
1831	The nest of a Griffon has been	-2	The nest of a Griffon has been found. Among the eggs lay some items of power!	magic 2|noseason 3|mountain 1	magicitem 2|magicitem 1	
1832	The nest of a Griffon has been	-2	The nest of a Griffon has been found. Among the eggs lay some items of power!	magic 3|noseason 3|mountain 1	magicitem 3|magicitem 2	
1833	Some basilisk eggs have been f	-2	Some basilisk eggs have been found and distilled into magical gems.	magic 1|noseason 3|land 1	1d6vis E	
1834	Some basilisk eggs have been f	-2	Some basilisk eggs have been found and distilled into magical gems.	magic 2|noseason 3|land 1	1d6vis E	
1835	Some basilisk eggs have been f	-2	Some basilisk eggs have been found and distilled into magical gems.	magic 3|noseason 3|land 1	2d6vis E	
1836	The Lair of a Sea Serpent has 	-1	The Lair of a Sea Serpent has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The beast itself escaped.	magic 1|land 0	gold 50|1d3vis Elemental|1d3vis S|1d3vis N|1d3vis D	
1837	The Lair of a Sea Serpent has 	-1	The Lair of a Sea Serpent has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The beast itself escaped.	magic 2|land 0	gold 50|1d3vis Elemental|1d6vis S|1d6vis N|1d6vis D	
1838	The Lair of a Sea Serpent has 	-1	The Lair of a Sea Serpent has been found. Within were the bones of unfortunate travelers. Among the dreadful remnants, gold and magical gems were found. The beast itself escaped.	magic 3|land 0	gold 50|1d3vis Elemental|1d6vis S|1d3vis N|1d6vis D	
1839	Strange corals have sprouted i	-2	Strange corals have sprouted in a previously unexplored part of the sea. Among them lay scattered magical gems of different colors.	magic 1|land 0	1d6vis Elemental	
1840	Strange corals have sprouted i	-2	Strange corals have sprouted in a previously unexplored part of the sea. Among them lay scattered magical gems of different colors.	magic 2|land 0	1d6vis Elemental	
1841	Strange corals have sprouted i	-2	Strange corals have sprouted in a previously unexplored part of the sea. Among them lay scattered magical gems of different colors.	magic 3|land 0	2d6vis Elemental	
1842	The withered and ancient skele	-2	The withered and ancient skeleton of a great sea monster has been found. Within its ribcage, covered by sediment, lay a heap of magical gems!	magic 1|land 0	1d3vis S|1d3vis N	
1843	The withered and ancient skele	-2	The withered and ancient skeleton of a great sea monster has been found. Within its ribcage, covered by sediment, lay a heap of magical gems!	magic 2|land 0	1d3vis S|1d3vis N|1d3vis D	
1844	The withered and ancient skele	-2	The withered and ancient skeleton of a great sea monster has been found. Within its ribcage, covered by sediment, lay a heap of magical gems!	magic 3|land 0	1d3vis S|1d3vis N|1d3vis D|1d3vis F	
1845	A band of mercenaries have ret	-1	A band of mercenaries have returned from campaigning. Tired of a rootless life they now come to swear allegiance to the God of Good Fortune!	luck 2|land 1|turn 10|era 3|unique 2|capital 1	nation -2|com 291|addequip 2|8d6units 287|6d6units 288	
1846	A band of mercenaries have ret	-1	A band of mercenaries have returned from campaigning. Tired of a rootless life they now come to swear allegiance to the God of Good Fortune!	luck 2|land 0|turn 10|unique 2|capital 1	nation -2|com 976|addequip 2|8d6units 975|6d6units 2414	
1847	A Wraith Lord has come to serv	-2	A Wraith Lord has come to serve the God of Death!	death 3|land 1|pathdeath 2|turn 10|unique 2|capital 1	nation -2|com 181	
1848	An Ettin has been tamed by the	-2	An Ettin has been tamed by the clever use of nature magic.	pathnature 2|forest 1|unique 2	nation -2|com 488	
1849	A Knight clad in black has com	-2	A Knight clad in black has come with his men to serve their dark master.	pathblood 2|land 1|death 2|turn 35|unique 1	nation -2|com 489|addequip 2|4d6units 489	
1850	A small band of adventurers ha	-2	A small band of adventurers have come to seek fortune in your service.	luck 2|land 1|capital 1|growth 0|unique 1	nation -2|com 2323|com 2325|com 2327|addequip 2	
1851	A tree in the orchard of one o	-2	A tree in the orchard of one of the farmers has borne magical fruit!	luck 1|magic 1|growth 1|farm 1|season 2	1d6vis Elemental|1d3vis S|1d3vis N	
1852	A tree in the orchard of one o	-2	A tree in the orchard of one of the farmers has borne magical fruit!	luck 2|magic 1|growth 1|farm 1|season 2	1d6vis Elemental|1d3vis S|1d3vis N|1d3vis D	
1853	A tree in the orchard of one o	-2	A tree in the orchard of one of the farmers has borne magical fruit!	luck 3|magic 1|growth 1|farm 1|season 2	2d6vis Elemental|1d3vis S|1d3vis N|1d3vis D|1d3vis S	
1854	A fabulous peacock has been fo	-2	A fabulous peacock has been found. Within its eggs lie magical gems!	luck 1|magic 1|growth 1|land 1|noseason 3	1d6vis Elemental|1d3vis S|1d3vis N	
1855	A fabulous peacock has been fo	-2	A fabulous peacock has been found. Within its eggs lie magical gems!	luck 2|magic 1|growth 1|land 1|noseason 3	1d6vis Elemental|1d3vis S|1d3vis N|1d3vis D	
1856	A fabulous peacock has been fo	-2	A fabulous peacock has been found. Within its eggs lie magical gems!	luck 3|magic 1|growth 1|land 1|noseason 3	2d6vis Elemental|1d3vis S|1d3vis N|1d3vis D|1d3vis S	
1857	The forest has grown wild. Tho	2	The forest has grown wild. Thorns and bramble make the footpaths impassable, wild beast prey upon cattle and travelers alike. This has hampered trade and hindered access to the forest.	growth 2|unluck 0|forest 1|noseason 3	landgold -5|landprod -5	
1858	The forest has grown wild. Tho	2	The forest has grown wild. Thorns and bramble make the footpaths impassable, wild beast prey upon cattle and travelers alike. This has hampered trade and hindered access to the forest.	growth 2|unluck 1|forest 1|noseason 3	landgold -10|landprod -10	
1859	The power of the forest spirit	2	The power of the forest spirits have grown. They are now trying to claim the province for themselves!	growth 2|mindef 1|maxtroops 8|forest 1	4com 932|6d6units 932	
1860	The wild beasts have grown in 	2	The wild beasts have grown in number lately, coming near settlements and harassing travelers. Now a pack of wolves have attacked one of the villages, forcing the local defence to intervene. Some peasants have joined the soldiers.	growth 2|mindef 1|maxtroops 8|forest 1	4com 284|10d6units 284|nation -2|com 1565|4d6units 1565	
1861	An evil necromancer is trying 	-1	An evil necromancer is trying to drive his mortal enemy, a cunning animist, from the forest. The governor of the province has sided with the animist, who will probably be loyal to your cause if he survives.	turn 12|unique 2|growth 2|mindef 5|maxtroops 10|forest 1|turn 10	com 310|addequip 1|6d6units 618|nation -2|com 552|3d6units 361	
1862	 Commoners speak of ill omens 	-2	 Commoners speak of ill omens and strange creatures that prowl the kelp forests at night. A handful of death gems have been found in the belly of a sea-goat.	maxunrest 10|minpop 50|land 0	2d6vis D|unrest 25|decscale Drain	
1863	A dead goat has been found flo	-2	A dead goat has been found floating near the shore. In its rotting belly a handful of death gems were found.	maxunrest 10|minpop 50|coast 1|rare 10	2d6vis D	
1864	A fertility festival was held 	1	A fertility festival was held in the province. Cattle were sacrificed to a local bloodthirsty deity and faith is decreasing. Consequently the kelp harvest was very good and tax collection has increased.	maxdominion 3|mydominion 1|season 1|minpop 50|land 0	incdom -2|decscale2 Death|taxboost 100	
1865	Recent turmoil has been subdue	-1	Recent turmoil has been subdued by the competent garrison commander.	minunrest 20|poptype 65|mindef 12|order -1	unrest -30|decscale Turmoil|nation -2|com 976	
1866	Those are pearls that were his	-1	Those are pearls that were his eyes! In the eye sockets of some drowned sailors astral pearls were found.	land 0|rare 25	1d6vis S	
1867	A local gravedigger has heard 	-1	A local gravedigger has heard scratching and howling from beneath the stone slab covering an old grave. He refuses to open it unless a Black Priest is present. [Black Forest]	fornation 84|turn 20|unique 1|nearbysite 1|code 0	code -11	
1868	The grave has been opened unde	0	The grave has been opened under the supervision of a Black Priest. Underneath the heavy stone slab a vampire was trapped! It has now joined your cause.	monster 740|code -11	code 0|nation -2|com 3274	
1869	The Time of the Northmen is at	11	The Time of the Northmen is at hand! They worship a heathen Idol, paying him tribute in blood and plunder! If it is destroyed, their resolve may weaken.	capital 0|0x4600 1|unique 1|turn 23|coast 1|season 1|code 0|noera 3|fort 0|maxtroops 20|0x5400 28	code -19|0x5E00 -14|com 2449|bloodboost 1|bloodboost 1|addequip 1|4com 2532|15d6units 2531|10d6units 2533|2d6units 544	
1870	The Northmen settlers have bee	0	The Northmen settlers have been driven from the land, their war leaders killed. No more will their fleets bring havoc to troubled shores across the world! Some of the spoils of their plunder has been recovered.	story 1|nomonster 2449|nomonster 1605|nomonster 1604|nomonster 2194|code -14|code -73|code -85|code -84	code -18|incdom 4|gold 1500|magicitem 3|magicitem 2|resetcode -72|resetcode -73|resetcode -74|resetcode -85|resetcode -84	
1871	Storms have destroyed many of 	13	Storms have destroyed many of the raiding fleets that have been harrying coasts all across the world. The scourge of the Northmen has ended!	season 0|code 0|code -14	resetcode -14|resetcode -15|resetcode -72	
1872	A fleet of Dragon-headed ships	0	A fleet of Dragon-headed ships have been sighted at sea.	rare 2|coast 1|maxdef 19|noseason 3|code -14|code 0	code -15	
1873	Northmen have attacked from th	0	Northmen have attacked from the sea! They come in numbers and seem purposeful in their attacks.	0x4600 2|maxdef 19|maxtroops 20|rare 80|noseason 3|code -15	code 0|com 2532|10d6units 2531|4d6units 2533|2com 2533	
1874	Northmen have attacked from th	0	Northmen have attacked from the sea!	maxdef 19|maxtroops 20|rare 80|noseason 3|code -15	code 0|com 2532|8d6units 2531|3d6units 2533|2com 2533	
1875	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! Your people cry your name in anguish while raiders from the sea bear down upon the land. 	rare 4|coast 1|maxdef 15|noseason 3|code -14|code 0	code 0|com 2532|6d6units 2531|2d6units 2533|2com 2533	
1876	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	rare 70|mindef 18|noseason 3|code -15	code 0|incdom 3	
1877	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	rare 5|coast 1|mindef 18|noseason 3|code 14|code 0	code 0|incdom 3	
1878	Northmen raiders have sailed u	0	Northmen raiders have sailed up the river to pillage the poorly defended land.	0x4600 2|rare 8|freshwater 1|maxdef 15|noseason 3|code -14|code 0	code 0|com 2532|5d6units 2531|4d6units 2533|2com 2533	
