id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	defenceorganiser	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	corpseconstruct	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	illusionary	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	end
1521	Mind Lord	269	274										2		420	1	6	6	84	3	20	12	14	10	10	10	4	14	6				40		120	1650	3000	0	0	0	0	2							3		3					100	1	1	7680	10	1	1	7680															1										1																															3													10																																																																																																																																														4																							10000																																																										1																																																														3451	1																																6																				
1522	Gibodai	311	63										1		50	1	3	3	20	6	16	11	11	11	8	10	4	12	7				10		40	110	3000	0	0	0	0	2																														1						1										1																																												5																																																																																																																																														4																							10000																																																										1																																																														3452	1																																																				
1523	Slave Prince	642							53	211			1		10020	1	3	3	27	6	12	12	16	12	11	8	3	14	11				80			275	500	2	1	1	1	2																																															1																											1			1														50																																																																																																																																																																				20000																																																																																																																																																																													
1524	Slave Guardian	373							140	224			1		10009	1	2	2	10	1	12	7	10	10	10	10	3	16	22				40					2	1	1	0	2																																															1																											1																																																																																														1525																																																																																							10000																																																																																																																																																																													
1525	Slave Guardian	373							140	224			1		10009	1	2	2	10	1	12	7	10	10	9	10	3	14	10				40					2	1	1	1	2																																																1																										1																																																																																															1524																																																																																						10000																																																																																																																																																																													
1526	Slave Guardian	670							140	224			1		10009	1	2	2	15	1	12	7	12	11	10	10	3	14	20				40					2	1	1	0	2																																														1																												1																																																																																																																																																																																					10000																																																																																																																																																																													
1527	Slave Priest	7											1		10010	1	2	2	10	1	15	7	10	8	8	9	3	16	20				10					2	1	1	0	2													1																	1																	1																											1																																																																																														1528																																																																																							10000																																																																																																																																																																													
1528	Slave Priest	7											1		10010	1	2	2	10	1	15	7	10	8	7	9	3	14	9				10					2	1	1	1	2													1																	1																		1																										1																																																																																															1527																																																																																						10000																																																																																																																																																																													
1529	Slave Troll	46							140	134			1		10060	1	4	4	52	8	12	12	22	8	9	8	3	2	14				10				200	2	1	1	1	2																																															1																							1				1															15		50																	10																																																																																																10																																																			60000																																																																																																																																																																													
1530	Kappa Mage	29	420										1		0	1	2	2	16	16	9	14	13	10	9	8	3	2	10				40					2	1	1	1	2							1																																								1																		1																																																																																																															134																																																																															10000																																																																																																																																				5																																									
1531	Kappa Chief	29	420										1		10020	1	2	2	23	17	10	12	13	12	11	8	3	2	10				40					2	1	1	1	2																																															1																		1																																																																																																															134																																																																															25000																																																																																																																																				5																																									
1532	Satyr Warrior	643							44	2			1		10013	1	2	2	14	1	13	10	11	11	13	10	3	16	14				40					2	1	1	1	2																																									1																								1																																																																																																															109																																																																															9000																																																																																																																																																																													
1533	Minotaur Warrior	728							10				1		10050	1	3	3	27	4	11	14	17	9	8	8	3	16	15				40					2	1	1	1	2																																									1																								1																																5																			1																																																												109																																																																															40000																																																																																																																																																																													
1534	Minotaur Lord	728							10				1		10040	1	3	3	29	4	11	15	17	11	9	9	3	16	15				60					2	1	1	1	2																																									1																								1																																5																			1																																																												109																																																																															40000																																																																																																																																																																													
1535	Pan	7											2		10040	1	3	3	27	4	17	16	16	9	9	9	3	16	15				80				150	2	1	1	1	2								1			4	1		100	1	1	17408	10	1	1	25600																				1																40								1													3															3																																																																																			109																								435																																																							40000																																																																																																																																																																													
1536	Anointed of Rhuax	320											2		10055	1	3	3	25	0	18	15	15	12	11	11	2	12	12				120			110	200	2	1	1	1	2					4			1					3	10	1	1	19584													1													1																																												25				50								9	8																			2																																																									101																																																																															45000																																																			1																																																																																																																										
1537	Demonbred	126	126						8				1		10030	1	3	3	20	5	15	15	15	14	12	9	2	2	10	3			0			165	250	2	1	1	1	2																																											1							1							60			1																											25				100								3																																																																													101																										1																																																					30000																																																																																																																																																																													
1538	Warlock	9											1		10020	1	2	2	15	0	15	11	13	11	10	9	2	12	9				10				35	2	1	1	1	2									1			2		10	1	1	19584																										1																																												25				50								3																																																										2																			101																																																																															20000																																																																																																																																																																													
1539	Ghost Mage	63											1		0	1	2	2	20	0	18	18	12	9	15	12	0	20	12				10	40				2	1	1	1	2								2						25	2	1	1024	25	1	1	128													1													1		1								40													1																		25	25							5		3															1																																																																																																																																														10000																																																										1																																																																									2																																										
1540	Ghost Mage	63											1		0	1	2	2	20	0	18	18	12	9	15	12	0	20	12				10	40				2	1	1	1	2					2									25	2	1	128	25	1	1	1024													1													1		1								40													1																		25	25							5		3															1																																																																																																																																														10000																																																										1																																																																									2																																										
1541	Ghost Champion	63											1		0	1	2	2	30	0	15	18	15	14	18	13	0	20	12				10	40				2	1	1	1	2																																		1													1		1								40													1																		25	25							5		3															1																																																																																																																																														10000																																																										1																																																																									2																																										
1542	Warlock Apprentice	9											1		10020	1	2	2	15	0	13	10	13	10	9	8	2	12	10				10				35	2	1	1	1	2												1																															1																																												25				50								3																																																																													101																																																																															20000																																																																																																																																																																													
1543	Burning One	15	15						14	118			1		10055	1	3	3	23	0	13	15	16	12	9	10	2	12	11	2			40				35	2	1	1	1	2																														1													1																														-1														25				50						3		6	8																			1																																																									101																																																																															45000																																																			1																																																																																																																										
1544	Warrior of the Five Elements	6	6						5				1		10027	1	2	2	12	5	12	15	11	13	13	10	3	14	14	2			10					2	1	1	1	2																														1																																																								5	5	5	5																																				50																																																			121																																																																															10000																																																																																																																																																																													
1545	Warrior	643	22						7	105	120		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
1546	Warrior	643	21						7	105	119		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
1547	Warrior	12	21						12	105	119		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
1548	Feathered Warrior	12	21						12	105	119		1		10018	1	2	2	10	0	10	11	10	11	11	10	3	14	12				40					2	1	1	1	2																																									1																																		1																																																																																																																																																																																				10000																																																				1																																																																																																																									
1549	Shuten-doji	29	719										1		100	1	2	2	18	1	15	13	14	12	12	12	2	2	12				80	40	40	110	200	2	1	1	1	2																																																																																		15									50																																																																																					134																																																																															10000																																							10																																																																																																																																						
1550	Kappa	29	420										1		10020	1	2	2	15	15	8	12	13	10	9	8	3	2	10				40					2	1	1	1	2																																															1																		1																																																																																																															134																																																																															25000																																																																																																																																				5																																									
1551	Phalangite	28							12	123	209		1		10013	1	2	2	11	0	10	12	11	11	11	10	3	16	12				40					2	1	1	1	2																																																																									2																																																																																																																																																																																						10000																																																																																																																																																																													
1552	Phalangite Commander	28							12	123	209		1		10015	1	2	2	13	0	10	13	12	12	12	10	2	16	12				80					2	1	1	1	2																																																																									2																																																																																																																																																																																						10000																																																																																																																																																																													
1553	Agema Companion	4	56	8					9	118	2		1		10025	15	3	2	13	0	10	14	11	12	12	10	5	20	22		1		40					2	1	1	0	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
1554	Agema Commander	4	56	8					9	118	2		1		10020	15	3	2	15	0	10	15	12	13	13	10	5	20	22		1		80					2	1	1	0	2																																																																												1																																																																																																																																																																																			10000																																																																																																																																																																													
1555	War Elephant	614	437	437					144				1		100	20	6	6	64	11	6	9	20	10	8	10	3	3	18				40					0	1	0	0	3	1																																					1																																																																														1																																																																																																																																											10000																																																1																																																																																																																													
1556	Cerulean Warrior	12							12	20	1		1		10018	1	3	3	20	3	8	13	15	12	10	9	3	12	10				40					2	1	1	1	2																																						1			1																																																																																																																																							129																																																																															16000																																																																																																																																																																													
1557	Sibyl	9											2		10010	1	2	2	8	0	15	10	7	7	7	11	4	14	8				10				100	2	1	1	1	2									2		1		2	100	1	1	14848	10	1	1	14848									1										1																																																																																															20																																									108																																																																															10000																																																										1																																																																																																																			
1558	Tlahuelpuchi	63											1		0	1	2	2	17	0	16	13	13	12	12	12	0	3	14				0					2	1	1	1	2										1	1	2																												1										1							50			1	2									1																					100																																																																									1559												124																																																																															10000																																																																																																																																																																													
1559	Dog	20											1		0	1	1	1	7	2	16	10	7	11	11	5	2	3	24				0					0	0	0	0	2										1	1	2																													1																70																																		100																																																																									1558																																																																																											10000																																																																																																																																																																													
1560	Dog	20											1		0	1	1	1	7	2	5	11	7	11	11	5	2	3	24				40					0	0	0	0	2																																						1																			40															1																																																																																																																																							1																																																10000																																																																																																																																																																													
1561	Father of Winters	11							44	20			1		10000	1	6	6	88	3	18	30	22	12	12	12	2	20	16				160					2	1	1	1	2		60	3			1	2																																		1	1																																														25										15																						1																																																								115												1																																																																			10000																																																																																																										1																																																																			
1562	Void Spectre	86	63										1		0	0	4	4	16	0	20	15	15	12	14	14	0	20	8				10	40	80		3000	2	1	1	0	2									4																									1		1											1		1								70													1																		15	25	20	100					5																	1																																																10															117																																																																															10000																																																										1																																																																																																						30													
1563	Void Cultist	671											1		50	1	2	2	9	0	14	15	9	7	7	10	3	14	10				40		10			2	1	1	1	2													1	20	1	1	2048													1																											40																																																																																10																																																																																																																						10000																																																																																																																																																																													
1564	Mad Cultist	671							145				1		2	1	2	2	9	0	14	30	9	7	7	10	3	14	10				10		40			2	1	1	1	2													1	50	1	1	2048													1																																																																																																											50																																																																																																																						10000																																																																																																																																																																													
1565	Peasant	351											1		10007	1	2	2	10	0	10	7	10	7	7	10	4	10	12				10					2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
1566	Mad One	29											1		1	1	2	2	13	2	5	50	12	8	7	5	3	12	8				40		10	22	500	2	1	1	1	2																																				1											1																																												50																																														50																																																																																																																						10000																																																																																																																																																																													
1567	Mad Merman	92											1		1	1	2	2	10	1	6	50	10	8	8	8	3	12	22				40		10			2	1	1	0	2																																				1											1																																																																																										50																															1568																																																																																							10000																																																																																																																																																																													
1568	Mad Merman	92											1		1	1	2	2	10	1	6	50	10	8	7	8	3	10	10				40		10			2	1	1	1	2																																				1												1																																																																																									50																																1567							117																																																																															10000																																																																																																																																																																													
1569	Mad Triton	9											1		1	1	2	2	14	1	5	50	12	8	7	10	3	12	20				40		10			2	1	1	0	2																																				1										1																																																																																											50																																							109																																																																															10000																																																																																																																																																																													
1570	Human Dreamer	351											1		1	1	2	2	9	0	13	15	11	7	7	7	3	10	12				40					2	1	1	1	2																																																																																																																																									10																																																																																																																						10000																																																																																																																																																																													
1571	Deep One Dreamer	9											1		1	1	2	2	12	2	14	15	11	7	7	8	3	10	9				40			22	500	2	1	1	1	2																																															1																																												100																																														10																																																																																																																						10000																																																																																																																																																																													
1572	Merman Dreamer	9											1		1	1	2	2	9	1	14	15	10	7	7	10	3	12	22				40					2	1	1	0	2																																															1																																																																																										10																															1573																																																																																							10000																																																																																																																																																																													
1573	Merman Dreamer	9											1		1	1	2	2	9	1	14	15	10	7	7	10	3	10	10				40					2	1	1	1	2																																																1																																																																																									10																																1572							117																																																																															10000																																																																																																																																																																													
1574	Triton Dreamer	9											1		1	1	2	2	14	1	14	15	12	8	7	10	3	12	20				40					2	1	1	0	2																																														1																																																																																											10																																							109																																																																															10000																																																																																																																																																																													
1575	Hybrid Cultist	311	671										1		2	1	2	2	16	2	15	15	12	9	8	11	3	2	10				10		40		200	2	1	1	1	2													1	40	1	1	2048													1																	1																																																																																										10																																																																																																																						10000																																																										1																																																																																																																			
1576	Mad Hybrid	85	85										1		1	1	2	2	11	3	10	50	11	10	8	9	3	2	5				40		10		200	2	1	1	1	2																																				1											1																																																																																										50																																																																																																																						10000																																																										1																																																																																																																			
1577	Ancestor Vessel	4	10	56	439				146	118	2		1		10032	1	3	2	14	0	14	15	12	13	13	11	4	20	23		1		40					2	1	1	0	2																														1																																																																																																																		2																																																																																																															10000																																																										1																																																																																																																			
1578	Axeman	17							11	20	2		1		10010	1	2	2	11	0	10	10	11	10	10	10	3	14	12				40					2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
1579	Red Devil	378							129	132			1		0	1	2	2	13	0	10	15	12	13	13	11	3	14	12				120					2	1	1	1	2																																																																												1																				5																																																																														Hashi Saburo																																																																																	10000																																																																																																																																																																													
1580	Son of the Dragon King	445							147	132			1		0	1	2	2	18	0	16	16	13	13	13	11	3	14	12				120		10		300	2	1	1	1	2							2																																								1																																	40																																																																																														Ryutaro																																																																																	10000																																																																																																																																																																													
1581	Risen Oracle	7											1		10000	1	4	4	95	1	18	30	25	10	10	7	0	20	10				40	80				2	1	1	1	2		60	2					1		1																								1													1																			1				1																		25	25							5		3																																					20																																																																																																	1																							10000																																																										1																																																																																																																			
1582	Guardian of the Tree	7							15	119			1		0	1	2	2	13	0	17	15	12	10	10	10	3	14	13				40			110		2	1	1	1	2								2			3		3																	1											1	1															40																															5																																																																																						Eburhart																																																																																	10000																																																																																																										1																																																																			
1583	Maker of Heroes	11							15	119			1		0	1	2	2	13	0	16	10	12	10	10	10	3	14	13				10			88		2	1	1	1	2								1	2	2	1		2																	1											1	1															40																															5																																																																																						Athalwolf																																																																																	10000																																																																																																										1																																																																			
1584	Son of Steel	108							12	20			1		0	1	2	2	17	0	9	15	14	15	13	10	3	14	13				40					2	1	1	1	2																														1											1	1																																														8																																																																																						Warenheris																																																																																	10000																																																																																																										1																																																																			
1585	Fallen	1	10	17	397				14	1	20		1		0	1	3	3	28	1	18	18	17	14	14	11	1	2	14	5			120		10		1000	4	1	1	1	1												3																								1																																																																																																																																										Devasura																																																																																	10000																																																										1																																																																																																																			
1586	Pontifex Maximus	446											1		0	1	2	2	12	0	16	12	10	8	8	10	6	14	10				10					2	1	1	1	2					2				2				3																	1																																																																																																																																																Cornelius																																																																																	10000																																																																																																																																																																													
1587	Primate	7											1		0	1	2	2	9	0	15	14	10	8	8	10	5	14	10				10					2	1	1	1	2													4																	1																																			1																																																																			2																																										Innocentius																																																																																	10000																																																																																																																																																																													
1588	Wanderer	163											1		0	1	2	2	9	0	17	10	8	8	9	12	3	14	9				10			275	200	2	1	1	1	2								2	3		4		2																	1											1																																					1															4																																																																																	The One in the Woods																																																																													5				10000																																																																																																																																																																													
1589	Man Eater	357	19						12	125	2		1		0	1	3	2	18	0	18	16	14	14	14	8	3	3	16		1		120			330	400	2	1	1	0	2										4	1	3																		1																																																											15							10																																																																														Skögu																																																																													5				10000																																								2																																																																																																																																					
1590	Ageless Olm	86	449										1		10000	1	6	6	130	5	18	30	14	8	8	13	4	12	8				120				2000	2	0	0	0	2	1	60	2				1	1																																							1																							1																		5	15			1																																																																																				153																																																																															10000																																																										1																																																																																																																			
1591	Spy	8							5	120			1		10010	1	2	2	12	0	9	10	11	10	10	10	3	14	12				0					2	1	1	1	2																																																									60		1																																																																																																																																																																																																				2																																																																																																																																																																													
1592	Bear Tribe Warrior	1	21						15				1		10010	1	2	2	12	0	10	10	11	10	10	10	3	14	12				40					2	1	1	1	2																																									1	1																														1																																																																																																																																																																																							10000																																																																																			1																																																																																										
1593	Bear Tribe Warrior	253							15				1		10010	1	2	2	12	0	10	10	11	10	10	10	3	14	12				40					2	1	1	1	2																																									1	1																														1																																																																																																																																																																																							10000																																																																																																																																																																													
1594	Deer Tribe Warrior	1	21						5				1		10010	1	2	2	10	0	10	9	10	10	12	10	3	14	14				40					2	1	1	1	2																																									1		1																													1																																																																																																																																																																																							10000																																																																																																																																																																													
1595	Deer Tribe Archer	23	9						5				1		10010	1	2	2	10	0	10	9	10	10	12	10	3	14	14				40					2	1	1	1	2																																									1		1																													1																																																																																																																																																																																							10000																																																																																																																																																																													
1596	Wolf Tribe Shaman	7							15				1		10040	1	2	2	10	0	13	10	10	11	10	10	3	14	12				10					2	1	1	1	2											1			10	1	1	4096													1											1	1	1																																																																																																													-4																																																																																																							10000																																																																																																																																																																													
1597	Bear Tribe Shaman	7							15				1		10040	1	2	2	12	0	13	11	11	10	10	10	3	14	12				10					2	1	1	1	2											1			10	1	1	1024													1											1	1	1																																																																																																													-4																																																																																																							10000																																																																																																																																																																													
1598	Deer Tribe Shaman	7							15				1		10040	1	2	2	10	0	13	9	10	10	12	10	3	14	14				10					2	1	1	1	2											1			10	1	1	256													1											1	1	1																																																																																																													-4																																																																																																							10000																																																																																																																																																																													
1599	Machaka Warrior	315							105				1		10010	1	2	2	10	0	10	10	10	10	10	10	2	16	13				40					2	1	1	1	2																																									1																																																																																																																																																																																																																						10000																																																																																																																																																																													
1600	Lion Tribe Warrior	1	21						105				1		10010	1	2	2	10	0	10	10	10	10	10	10	2	16	13				40					2	1	1	1	2																																									1																															1																																																																																																																																																																																							10000																																																																																			1																																																																																										
1601	Lion Tribe Archer	9	23										1		10010	1	2	2	10	0	10	8	10	8	8	10	2	16	13				40					2	1	1	1	2																																									1																															1																																																																																																																																																																																							10000																																																																																																																																																																													
1602	Lion Tribe Witch Doctor	7											1		10040	1	2	2	10	0	13	12	10	10	10	10	2	16	13				10					2	1	1	1	2											1			10	1	1	13440																								1																																																																																																															-4																																																																																																							10000																																																																																																																																																																													
1603	Human Huskarl	17	21						11	20	2		1		10010	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
