record_id	effect_number	duration	ritual	object_type	raw_argument	modifiers_mask	range_base	range_per_level	range_strength_divisor	area_base	area_per_level	area_battlefield_pct	end
1027	2		0	Spell	2010	276824200	30	0	0	0	2		
1028	64		1	Spell	1	545787904	0	0	0	0	0		
1029	81		1	Spell	10	0	0	0	0	0	0		
1030	11		0	Spell	1024	545919104	30	0	0	25	0		
1031	94		1	Spell	999	8392704	0	0	0	0	0		
1032	81		1	Spell	26	0	0	0	0	0	0		
1033	81		1	Spell	32	0	0	0	0	0	0		
1034	81		1	Spell	93	8388608	0	0	0	0	0		
1035	39		1	Spell	1	8388608	0	0	0	0	0		
1036	15		0	Spell	1	12583040	0	0	0	0	0	100	
1037	11		0	Spell	8	545787904	25	0	0	1	0		
1038	29		0	Spell	999	8540288	25	0	0	0	0		
1039	11		0	Spell	128	545927168	30	0	0	5	0		
1040	81		1	Spell	49	0	0	0	0	0	0		
1041	81		1	Spell	50	41943040	0	0	0	0	0		
1042	81		0	Spell	5	8519680	0	0	0	0	0		
1043	90		1	Spell	1	8388608	0	0	0	0	0		
1044	42		1	Spell	1	8388608	0	0	0	0	0		
1045	21		1	Spell	2217	8388608	0	0	0	0	0		
1046	28		0	Spell	999	281475002138752	0	0	0	0	0	100	
1047	77		1	Spell	1	8388608	0	0	0	0	0		
1048	28		0	Spell	999	25559168	0	0	0	0	0	100	
1049	28		0	Spell	999	293863560	0	0	0	0	0	100	
1050	2		0	Spell	1010	537411712	35	0	0	1	0		
1051	13		0	Spell	50	537411712	0	0	0	0	0		
1052	10		0	Spell	536870912	16384	0	0	0	0	0		
1053	10		0	Spell	1073741824	16384	0	0	0	0	0		
1054	8		0	Spell	200	16512	0	0	0	0	0		
1055	21		1	Spell	2287	0	0	0	0	0	0		
1056	1		0	Spell	303	0	1	0	0	0	0		
1057	1		1	Spell	2286	0	0	0	0	0	0		
1058	2		0	Spell	1010	36028797564768384	25	0	0	0	0		
1059	48		1	Spell	7	0	0	0	0	0	0		
1060	2		0	Spell	1	537399424	40	0	0	0	2		
1061	2		0	Spell	999	544776	30	0	0	0	0		
1062	1		1	Spell	638	0	0	0	0	0	0		
1063	1		1	Spell	88	0	1	0	0	0	0		
1064	1		1	Spell	433	0	0	0	0	0	0		
1065	23		0	Spell	131072	16384	0	0	0	0	0		
1066	103		0	Spell	1014	545259648	1	0	0	0	0		
1067	10		0	Spell	512	16384	0	0	0	0	0		
1068	82		1	Spell	89	0	0	0	0	0	0		
1069	1		1	Spell	304	0	0	0	0	0	0		
1070	1		1	Spell	449	0	0	0	0	0	0		
1071	35		1	Spell	1	0	0	0	0	0	0		
1072	118		1	Spell	50	536870912	0	0	0	0	0		
1073	1		1	Spell	526	0	0	0	0	0	0		
1074	10		0	Spell	128	4718600	0	0	0	0	0	100	
1075	2		0	Spell	1008	96	20	5	0	3	0		
1076	1		1	Spell	632	0	0	0	0	0	0		
1077	126		0	Spell	-6	0	5	0	0	0	0		
1078	42		1	Spell	6	0	0	0	0	0	0		
1079	82		1	Spell	94	0	0	0	0	0	0		
1080	29		0	Spell	999	151680	30	0	0	0	0		
1081	37		1	Spell	303	0	0	0	0	0	0		
1082	103		0	Spell	1	537399424	0	0	0	0	0	100	
1083	21		1	Spell	811	0	0	0	0	0	0		
1084	42		1	Spell	14	0	0	0	0	0	0		
1085	1		1	Spell	489	0	0	0	0	0	0		
1086	1		1	Spell	330	0	0	0	0	0	0		
1087	38		1	Spell	-6	0	0	0	0	0	0		
1088	1		0	Spell	2280	0	1	0	0	0	0		
1089	2		0	Spell	1000	536875136	50	0	0	0	2		
1090	101		1	Spell	-10	537395200	0	0	0	0	0		
1091	50		1	Spell	1662	0	0	0	0	0	0		
1092	1		1	Spell	88	0	0	0	0	0	0		
1093	89		1	Spell	1	0	0	0	0	0	0		
1094	126		0	Spell	-7	0	5	0	0	0	0		
1095	103		0	Spell	1024	536871040	30	0	0	1	0		
1096	81		0	Spell	68	0	0	0	0	0	0		
1097	37		1	Spell	2794	0	0	0	0	0	0		
1098	89		1	Spell	2	0	0	0	0	0	0		
1099	89		1	Spell	5	0	0	0	0	0	0		
1100	42		1	Spell	12	0	0	0	0	0	0		
1101	82		1	Spell	67	0	0	0	0	0	0		
1102	81		1	Spell	57	0	0	0	0	0	0		
1103	21		1	Spell	404	0	0	0	0	0	0		
1104	1		1	Spell	405	0	1	0	0	0	0		
1105	10		0	Spell	16777216	4194304	0	0	0	0	0	100	
1106	10		0	Spell	128	4194304	0	0	0	0	0	100	
1107	2		0	Spell	5025	536887424	100	0	0	0	0		
1108	89		1	Spell	3	0	0	0	0	0	0		
1109	63		1	Spell	25	0	0	0	0	0	0		
1110	81		1	Spell	87	0	0	0	0	0	0		
1111	35		1	Spell	1	0	0	0	0	0	0		
1112	102		1	Spell	9	0	0	0	0	0	0		
1113	500		0	Spell	202	16384	0	0	0	0	0		
1114	1		1	Spell	88	0	0	0	0	0	0		
1115	81		1	Spell	42	0	0	0	0	0	0		
1116	89		1	Spell	10	0	0	0	0	0	0		
1117	108		0	Spell	-12	16512	35	0	0	0	0		
1118	1		1	Spell	304	0	0	0	0	0	0		
1119	1		1	Spell	632	0	0	0	0	0	0		
1120	108		0	Spell	-13	16512	35	0	0	0	0		
1121	1		1	Spell	449	0	0	0	0	0	0		
1122	1		1	Spell	489	0	0	0	0	0	0		
1123	38		1	Spell	-7	0	0	0	0	0	0		
1124	10		0	Spell	536870912	8404992	0	0	0	0	0		
1125	10		0	Spell	35433480192	8404992	0	0	0	0	0		
1126	1		0	Spell	3119	0	1	0	0	0	0		
1127	81		1	Spell	107	8388608	0	0	0	0	0	100	
1128	1		1	Spell	3127	0	0	0	0	0	0		
1129	136		1	Spell	2	17592194433024	0	0	0	0	0		
1130	136		1	Spell	2	17592186044416	0	0	0	0	0		
1131	21		1	Spell	3160	0	0	0	0	0	0		
1132	137		1	Spell	3167	0	0	0	0	0	0		
1133	1		1	Spell	3168	0	0	0	0	0	0		
1134	1		1	Spell	3169	576460752311812096	0	0	0	0	0		
1135	1		1	Spell	3170	8388608	0	0	0	0	0		
1136	1		1	Spell	3164	8388608	0	0	0	0	0		
1137	1		1	Spell	3171	0	0	0	0	0	0		
1138	511		1	Spell	651	0	0	0	0	0	0		
1139	511		1	Spell	654	0	0	0	0	0	0		
1140	1		1	Spell	3193	0	0	0	0	0	0		
1141	82		1	Spell	94	0	0	0	0	0	0		
1142	2		0	Spell	1003	576460752571994248	10	5	0	2	2		
1143	4		0	Spell	3	147584	0	0	0	0	0		
1144	13		0	Spell	1009	576460752840441984	10	5	0	0	0		
1145	8		0	Spell	10	537018496	0	0	0	0	0		
1146	1		1	Spell	3210	0	0	0	0	0	0		
1147	1		1	Spell	3264	0	0	0	0	0	0		
1148	21		1	Spell	3268	0	0	0	0	0	0		
1149	1		1	Spell	3269	0	0	0	0	0	0		
1150	21		1	Spell	3273	0	0	0	0	0	0		
1151	21		1	Spell	3266	0	0	0	0	0	0		
1152	21		1	Spell	3263	0	0	0	0	0	0		
1153	1		1	Spell	3270	0	0	0	0	0	0		
1154	23		1	Spell	2199023255552	805830656	0	0	0	0	0		
1155	140		1	Spell	94	0	0	0	0	0	0		
1156	21		1	Spell	3353	0	0	0	0	0	0		
1157	1		1	Spell	3354	0	0	0	0	0	0		
1158	21		1	Spell	3375	0	0	0	0	0	0		
1159	1		1	Spell	3367	0	0	0	0	0	0		
1160	21		1	Spell	3372	0	0	0	0	0	0		
1161	21		1	Spell	3373	0	0	0	0	0	0		
1162	21		1	Spell	3374	8388608	0	0	0	0	0		
1163	21		1	Spell	3376	8388608	0	0	0	0	0		
1164	2		0	Spell	1042	576460752303423584	20	5	0	1	0		
1165	11		0	Spell	512	1048736	0	0	0	10	0		
1166	500		0	Spell	250	537399456	40	0	0	4	1		
1167	1		1	Spell	3381	0	0	0	0	0	0		
1168	141		1	Spell	3382	0	0	0	0	0	0		
1169	21		1	Spell	3389	8388608	0	0	0	0	0		
1170	21		1	Spell	844	0	0	0	0	0	0		
1171	1		1	Spell	3420	0	0	0	0	0	0		
1172	89		1	Spell	-21	0	0	0	0	0	0		
1173	1		1	Spell	3479	0	0	0	0	0	0		
1174	21		1	Spell	3481	0	0	0	0	0	0		
1175	1		1	Spell	3476	0	0	0	0	0	0		
1176	21		1	Spell	3483	0	0	0	0	0	0		
