id	name	rarity	loc	level	path	F	A	W	E	S	D	N	B	gold	res	sup	unr	exp	lab	fort	scale1	scale2	domspread	turmoil	sloth	cold	death	misfortune	drain	fireres	coldres	shockres	poisonres	str	prec	mor	undying	att	darkvision	aawe	rit	ritrng	hmon1	hmon2	hmon3	hmon4	hmon5	voidgate	sum1	n_sum1	sum2	n_sum2	sum3	n_sum3	conj	alter	evo	const	ench	thau	blood	heal	disease	curse	horror	holyfire	holypow	scry	adventure	other	sum4	n_sum4	hcom1	hcom2	hcom3	hcom4	hcom5	mon1	mon2	mon3	mon4	mon5	com1	com2	com3	com4	com5	reveal	provdef1	provdef2	def	F2	A2	W2	E2	S2	D2	N2	B2	awe	reinvigoration	airshield	provdefcom	domconflict	sprite	nationalrecruits	natmon	natcom	throneclustering	wilddefenders	domconflict	rituallevelmodifier	callgodbonus	magicresistancebonus	bringgold	end
873	The Second Gate	1	17119	2	Blood																																																								15%																																												65											
874	The Third Gate	2	17119	4	Blood																																																								25%																																												65											
875	Tower of the Deformer	2	16607	2	Blood																																												468	1	460	1	455	1		20%																																																	62											
876	House of Disfigurement	2	16607	2	Blood																																												460	1						20%																																																	59											
877	Statue of Hideous Visage	5	223	1	Blood																																																							5%					4%																																								62											
878	Demon Gate	5	223	0	Blood												10																																88	1																																																							65											
879	Ancient Temple	0	735	1	Holy					1																																																																																															70											
880	Pool of Sanctity	1	735	2	Holy			1																																																										5%																																							72											
881	Hidden Monastery	1	223	3	Holy												-5																																																																		240																						73											
882	Monastery of Light	2	223	0	Holy												-5																																																																		240	241																					73											
883	Convent	1	223	1	Holy												-5																																																																		2248	2249																					73											
884	Abbey	2	223	1	Holy												-5																																																																		2248	2249	2250																				73											
885	Temple of Time	2	223	4	Holy					2																																																																									240	241																					72											
886	The Marble Temple	1	16607	2	Holy									50			-5																																																																		241																						68											
887	The Empty Grave	1	17119	3	Holy						1						-5																																																																																								74											
888	The Forgotten Crypt	1	17119	3	Holy		1	1	1								-5																																																																																								74											
889	The Ward	2	16607	4	Holy												-10																																																	30%																																							72											
890	The Records of Mankind	2	16607	3	Holy																																																																														479					999																	69											
891	Order of the Secret Light	2	17631	1	Holy					1																																																																				22					478	23					22																72											
892	Order of the Undying	2	17631	1	Holy																																												189	3																																																							73											
893	Shrine of the Outcast	1	735	1	Holy																																												456	1	459	1																																																					70											
894	Temple of the Spider God	2	735	1	Holy																																												782	3	2223	1																																																					71	53	889	890								
895	Temple of the Hidden Flame	2	735	2	Holy	1																																											527	1																																																							70											
896	Temple of Flying Monkeys	2	16607	1	Holy																																												1199	1																																																							69											
897	The Martyr's Grave	2	767	1	Holy																		1																																																																																		74											
898	Cradle of Faith	2	767	1	Holy																		2																																																																																		72											
899	Pillar of Life	2	17151	1	Holy																																																														10%																																						72											
900	The Prophet's Sigil	2	767	1	Holy																																																																																			5																	72											
901	Oracle's Lair	2	767	1	Holy																																																																																			3																	74											
902	Mountain of Revelation	2	4	1	Holy																																																															1																				0																	73											
903	Place of Prophecy	2	767	1	Holy																																																																																			5																	73											
904	Stele of Law	2	255	1	Holy												-10																																																																																								71											
905	Temple of Life and Death	2	16607	1	Holy						1	1																																																																																													69											
906	Garden of Longevity	2	16599	2	Holy																																																									7%																																											73											
907	The Holy Crypt of Anre	5	16607	0	Holy	1	1					1					-10																																																																																								74	50	366									
908	Knightly Order	5	223	0	Holy																Order																																																									22					23						22																76											
909	Gorge of Glowing Fish	0	32	1	Fire	1																																																																																																			7											
910	Glowing Sands	0	256	1	Fire	1																																																																																																			5											
911	Sparkling Current	0	32	1	Fire	1																																																																																																			5											
912	Crust of Molten Sulphur	0	256	1	Fire	1																																																																																																			5											
913	Underwater Volcano	0	256	1	Fire	1																																																																																																			1											
914	Smoldering Starfish Colony	0	32	1	Fire	1																																																																																																			5											
915	Pond of Lava	1	256	1	Fire	1																																																																																																			5											
916	Steaming Stone	1	256	1	Fire	1	1																																																																																																		5											
917	Boiling Current	1	32	1	Fire	1	1														Heat																																																																																				5											
918	Fire Rift	1	256	1	Fire	2																																																																																																			5											
919	Magma River	2	768	1	Fire	3																																																																																																			5											
920	Thermal Vent	0	256	1	Fire	1																																																																																																			5											
921	Underwater Cave	1	32	1	Air		1																																																																																																		15											
922	Imprisoned Zephyr	2	32	3	Air		2																																																																																																		15											
923	Pocket of Air	2	32	1	Air		2																																																																																																		15											
924	Diamond Corals	2	32	2	Air		2																																																																																																		15											
925	Floating Rock	0	131072	1	Air		1																																																																																																		11											
926	Bubbling Fissure	0	32	1	Air		1																																																																																																		15											
927	Foaming Waves	1	64	1	Air		1																																																																																																		15											
928	Island of Floating Stone	1	131072	1	Air		1		1																																																																																																8											
929	Scoriatic Cliffs	2	256	1	Air		1																																																																																																		15											
930	Coral Reef	0	131072	0	Water			1							25																																																																																										17											
931	Clam Field	0	32	1	Water					1				30																																																																																											17											
932	Coral Statue	1	32	1	Water			1																																																																																																	17											
933	Sunken Island	2	32	2	Water			2	2																																																																																																25											
934	Man'o'War Breeding Ground	2	32	2	Water			2																																																																																																	17											
935	Sunken Tower	1	32	2	Water			1																																																																																																	21											
936	Troll Pit	2	32	2	Water																																																																									564																											24											
937	Shrine of the Shark Lords	2	32	0	Water																																																																									545																											23											
938	Tower of Pearls	2	32	3	Water			1		2																																																																				545					103																						23											
939	Isle of Ice	1	16416	1	Water			3																																																																																																	25											
940	Academy Underneath	1	16416	1	Water			2											lab	6																					W	1																																				577					103	529																					23											
941	The Hippocampoi Fields	2	16416	2	Water			1				1																																					1058	1																																																							18											
942	Sentient Current	2	32	2	Water			1																																															20%																																																		17											
943	Kraken Pit	2	256	2	Water																																												438	1																																																							24											
944	Cold Currents	0	256	0	Water			1																																																																																																	18											
945	Depths Unnamed	0	256	1	Water			2																																																																																																	18											
946	Whispering Waters	1	256	1	Water			1																																																																																																	18											
947	Glowing Depths	1	256	1	Water	1		1																																																																																																	24											
948	Falling Depths	1	256	1	Water			2																																																																																																	24											
949	Dark Waters	1	256	1	Water			1			1																																																																																														18											
950	The Darkness	2	16640	2	Water			1	1																																																			20%																																													24											
951	The Gate in the Deep	2	16640	2	Water			2																																															20%																																																		24											
952	Cavern of Underwater Ice	0	256	1	Water			1																																																																																																	24											
953	Charmed Current	0	32	1	Water			1																																																																																																	24											
954	Sweet Water Current	0	32	1	Water			1																																																																																																	24											
955	Frozen Deeps	0	256	1	Water			1													Cold																																																																																				24											
956	Tears of the Ancients	1	256	2	Water			1		1																																																																																															24											
957	Ridge of Ice	0	288	1	Water			1																																																																																																	24											
958	Fathoms Deep	0	16640	1	Water			1													Magic																																																																																				24											
959	Maelstrom	1	32	1	Water			2																																																																																																	24											
960	Underwater Cliff	0	288	1	Earth				1																																																																																																27											
961	Moving Sand Banks	0	32	1	Earth				1																																																																																																27											
962	Basalt Statue	1	288	2	Earth				2																																																																																																27											
963	Isle of the Sea Fathers	1	147456	2	Earth			2																																																																											529																						33											
964	Basalt Halls	2	256	2	Earth				3																																																																																																25											
965	City of Stones	1	16640	2	Earth				4																																																																																																25											
966	Caves in the Deep	0	256	0	Earth				1																																																																																																32											
967	Mineral Fingers	1	256	1	Earth				2																																																																																																28											
968	Plateau of Shards	1	256	1	Earth				2																																																																																																25											
969	Long Lost Circle	2	256	2	Earth				1	1																																																																																															25											
970	The Basalt Forge	2	16640	2	Earth				1																																																	20%																																															25											
971	Rock Crab Colony	0	32	1	Earth				1																																																																																																25											
972	Underwater Stalagmite	0	256	1	Earth				1																																																																																																25											
973	Ridge of Volcanic Glass	0	256	1	Earth				1					30																																																																																											25											
974	Meteorite Rock	0	256	1	Earth				1																																																																																																25											
975	Basalt Plateau	0	256	1	Earth				1																																																																																																25											
976	Mountain Underneath	1	256	1	Earth				1						30																																																																																										25											
977	Fossilized Conch	1	32	1	Earth				1																																																																																																25											
978	Forgotten Crevasse	1	256	2	Earth				1																																																																																																25											
979	Glowing Kelp Forest	0	65536	0	Nature							1																																																																																													49											
980	Kelp Fortress	0	131072	1	Nature							1								6																																																																																					49											
981	Amber Beach Island	2	131072	1	Nature				1			1		50																																																																																											57											
982	Floating Forest	2	131072	1	Nature							2																																																																																													49											
983	Kelp Grove	0	131072	2	Nature							1																																																																																													49											
984	Coral Garden	1	32	1	Nature							1																																																																																													49											
985	Sea Oak	1	32	2	Nature		1					2																																																																																													49											
986	The Amber Halls	2	16416	2	Nature	1						2																																																																		573					575	576																					49											
987	The Forest Beneath the Waves	2	16416	2	Nature							2																																					1062	1																																																							51											
988	Kelp Sea	2	65536	0	Nature			1				2																																					1062	1																																																							51											
989	Forest of Amber Kelp	2	81920	2	Nature	1		1				1																																																																							575																						51											
990	Fields of Glowing Algae	0	32	1	Nature							1																																																																																													49											
991	Giant Anemone	0	32	1	Nature							1																																																																																													49											
992	Ridge of Empty Shells	0	256	1	Nature							1																																																																																													49											
993	Wall of Living Kelp	0	65536	1	Nature							1																																																																																													49											
994	Monstrous Conch	0	32	1	Nature							1																																																																																													49											
995	Living Sediment	0	32	1	Nature							1																																																																																													49											
996	Lair of the Eel-King	1	256	1	Nature							1																																																																																													49											
997	Breeding Ground of Eels	1	256	1	Nature							1																																																																																													49											
998	Sunken Galley	0	32	1	Death						1																																																																																														41											
999	Reef of Sunken Ships	1	131072	1	Death						2																																																																																														41											
1000	Dying Ground of the Whales	1	16416	2	Death			2			1	1																																																																																													41											
1001	Isle of Death	1	16416	1	Death						3																																																																																														49											
1002	Dark Depths	1	256	1	Death			1			1																																																																																														41											
1003	Ghoul Fish Cave	1	256	1	Death			1			1																																																																																														48											
1004	The Wasted Sea	1	16640	0	Death						2																																						318	4																																																							41											
1005	The Sea of Dead Memories	1	16640	1	Death			1		1	1																																						676	1																																																							41											
1006	Black Sands	0	32	1	Death						1																																																																																														43											
1007	Basalt Ruins	0	256	1	Death						1																																																																																														45											
1008	Submerged Catacombs	0	32	1	Death						1																																																																																														41											
1009	Stale Current	0	32	1	Death						1										Death																																																																																				41											
1010	Black Coral Reef	0	32	1	Death						1																																																																																														41											
1011	Field of Undead Clams	1	32	1	Death						1																																																																																														43											
1012	Halls of the Drowned	1	16416	1	Death						1																																						619	1	618	1																																																					41											
1013	Sunken Ship of Dread	2	17440	2	Death						1																																						2241	5																																																							41											
1014	Pearl Stairway	2	32	1	Astral					1																																																																																															36											
1015	Arcane Gateway	2	288	3	Astral					1																																													20%																																																		39											
1016	The Water Solstice	2	16416	2	Astral			4		2																																																	40%																																														36											
1017	Basalt Pillars	1	256	1	Astral					1																																																																																															36											
1018	Labyrinth of the Deeps	2	256	2	Astral					3																																																																																															36											
1019	Gorge of Mystery	2	256	2	Astral					1																																														20%																																																	41											
1020	The Crater	1	16640	3	Astral					2																																																																				331					445																						36											
1021	The Last Void	2	16640	3	Astral					2											Magic																																							30%																																													36											
1022	The Iron Caverns	1	17152	2	Astral			1	1	1																																																																																															41											
1023	Submerged Labyrinth	0	32	1	Astral					1																																																																																															41											
1024	Displaced Tunnel	0	256	1	Astral					1																																																																																															41											
1025	Arcane Vent	0	256	1	Astral					1																																																																																															41											
1026	Shimmering Conchs	0	32	1	Astral					1																																																																																															35											
1027	Pearl Farm	0	32	1	Astral					1																																																																																															35											
1028	Eye Pebble Plain	1	32	1	Astral					1																																																																																															35											
1029	Abyss to the Beyond	1	256	2	Astral					2																																																																																															36											
1030	Blasphemous Presence	1	256	1	Astral					1																																																																																															36											
1031	Enchanted Current	1	16416	1	Astral					2											Magic																																																																																				36											
1032	Ancient Temple of the Deeps	0	288	1	Holy			1		1																																																																																															72											
1033	Knightly Order of the Deep	5	32	0	Holy																Order																																																									1060					406						1060																72											
1034	Shambler Reef	0	64	0	Water																																																																									206																											18											
1035	Navigators Guild	2	64	0	Water			2																																																																											869																						23											
1036	Rain Forest	5	2	0	Nature																Heat	Growth																																																																																			50											
1037	Tundra	5	8	0	Water																Cold																																																																																				17											
1038	Desert	5	8	0	Fire																Heat	Death																																																																																			2											
1039	Oasis	0	8	1	Water			1								50																																																																																									17											
1040	Great Oasis	2	8	1	Water			1				1				75																																																																																									17											
1041	Date Oasis	1	8	1	Nature							1		25		50																																																																																									49											
1042	City of Dates	2	16392	0	Nature			1				1		50		150				1																																																																																					49											
1043	Oasis of Verdant Greenery	2	16392	3	Nature			1				2				100																																																																																									49											
1044	Chitterpalm Oasis	0	8	1	Water			1								50																																																														1116																											17											
1045	Cavern of Flames	1	512	0	Fire	1																																																																																																			7											
1046	Underground Lake	1	512	0	Water			1																																																																																																	24											
1047	Air Shaft	1	512	0	Air		1																																																																																																		15											
1048	Basalt Wall	1	512	0	Earth				1																																																																																																32											
1049	Painted Cavern	1	512	0	Astral					1																																																																																															41											
1050	Bone Filled Cave	1	512	0	Death						1																																																																																														48											
1051	Mushroom Forest	1	512	0	Nature							1																																																																																													56											
1052	Trapped Lights	0	512	1	Fire	1																																																																																																			7											
1053	Dripping Stones	0	512	1	Water			1																																																																																																	24											
1054	Trapped Wind	0	512	1	Air		1																																																																																																		15											
1055	Mineral Deposit	0	512	1	Earth				1																																																																																																32											
1056	Spiral Shaft	0	512	1	Astral					1																																																																																															41											
1057	Cavern Tomb	0	512	1	Death						1																																																																																														48											
1058	Moss Covered Cavern	0	512	1	Nature							1																																																																																													56											
1059	Cavern of Rubies	2	512	1	Fire	1			1																																																																																																7										100	
1060	Cavern of Magma	1	512	1	Fire	1			1												Heat																																																																																				7											
1061	Magma Halls	2	512	2	Fire	2			1																																																																																																7											
1062	Dripping Caverns	1	512	1	Water			1																																																																																																	24											
1063	Mud Caverns	1	512	1	Water			1	1																																																																																																24											
1064	Ice Caverns	2	512	0	Water			1													Cold																																																																																				24											
1065	Stalagmite Cavern	1	512	1	Water			1	1																																																																																																24											
1066	Mist Caverns	1	512	1	Water		1	1																																																																																																	24											
1067	Gold Deposit	0	512	0	Earth																																																																																																				32										60	
1068	Silver Deposit	0	512	0	Earth																																																																																																				32										40	
1069	Copper Deposit	0	512	0	Earth										20																																																																																										32										20	
1070	Iron Deposit	0	512	0	Earth										40																																																																																										32											
1071	Hidden Gold Deposit	0	512	1	Earth																																																																																																				32										100	
1072	Hidden Gem Deposits	0	512	1	Earth																																																																																																				32										75	
1073	Mammoth Cave	2	512	0	Earth				2																																																																																																32											
1074	Earth Blood Vein	1	512	2	Earth				2																																																																																																32											
1075	Crystal Cavern	0	512	1	Earth				1	1																																																																																															32										25	
1076	Glittering Cavern	1	512	2	Earth				1																																																																																																32										75	
1077	Buried Temple	2	512	2	Earth					1																																																																																															32											
1078	Gemwall Cavern	2	512	3	Earth				2																																																																																																32										100	
1079	Troglodyte Cave	2	512	3	Earth				1																																																																					447																											32											
1080	The Storm Underneath	2	16896	3	Air		3																																																																																																		15											
1081	Ancient Tomb	1	512	1	Death						1																																																																																														47											
1082	Opulent Tomb	2	512	2	Death						2																																																																																														47											
1083	Umbral Cave	2	512	3	Death						1																																																																																														48											
1084	Caveman Cavern	1	512	1	Nature											25																																																														1615																											56											
1085	Cavern of Ancient Mushrooms	0	512	0	Nature				1			1																																																																																													56											
1086	Nest of Bats	2	512	1	Blood						1																																						1357	1																																																							65											
1087	The Lesser Abyss	2	16896	1	Blood												10																																88	1																																																							65											
1088	Splattermaid Gorge	2	16896	2	Blood		1																																										1357	1																																																							65											
1089	Tomb of Seven Oracles	2	16896	3	Death				1		2																																						1501	1																																																							47											
1090	Infinite Cavern	2	16896	3	Earth				2																																														20%																																																		32											
1091	Riddle Dark	2	16896	3	Earth				2		2																																																																																														32											
1092	The Umbral Conclave	2	16896	3	Death						3																																												20%																																																		48											
1093	Subterranean City	2	17920	0	Earth									30	20																																																																																										32											
1094	The Silent Sea	2	16896	2	Water			3																																																																																																	24											
1095	The Olm Cavern	2	16896	2	Water			1	1			1																																																																																													24											
1096	Halls of Stalagmitic Splendor	2	512	2	Water			2	1																																																																																																24											
1097	Halls of Imprisoned Sunlight	2	16896	3	Fire	3				1																																																																																															7											
1098	Undermirks	2	16896	2	Nature						1	2																																																																																													56											
1099	Turtle Village	0	64	0	Water																																																																									1292					1294																						18											
1100	Ichtyid Enclave	2	96	1	Astral			1		1																																																																				974					2805																						35											
1101	Mermage Coven	2	96	1	Water			2																																																																						1065					2815																						18											
1102	Isle of the Saoi	2	32	1	Earth			1	1																																																																					2838					2832																						33											
1103	The Throne of the Second Age	11	214015	0	Holy																		2											1																																																																							72				3							
1104	The Throne of War	11	214015	0	Holy																		1													1		1																																																																			72											
1105	The Throne of Night	11	214015	0	Holy																		1																50																																																																		72											
1106	The Throne of Beasts	11	214015	0	Holy							2											1																	1																																																																	72					1						
1107	The Throne of Thorns	11	214015	0	Holy							2											1										10																																																																								72					1						
1108	The Throne of Flames	11	214015	0	Holy	1																	1							5																																																																											72											
1109	The Throne of Ice	11	214015	0	Holy			1															1								5																																																																										72											
1110	The Throne of Storms	11	16607	0	Holy		1																1									5																																																																									72					1						
1111	The Throne of Might	11	214015	0	Holy																		1											2																																																																							72											
1112	The Throne of the Stars	11	214015	0	Holy					2													1																		S	1																																																															72				4							
1113	The Throne of Stability	11	214015	0	Holy																		1																																																																																		72									1		
1114	The Throne of the Deeps	11	16640	0	Holy																		1																50										438	1																																																							72											
1115	The Throne of Pearls	11	16640	0	Holy					3													1																																																												2805																						72											
1116	The Throne of Bones	11	214015	0	Holy																		1														3																																																																				72											
1117	The High Throne	11	214015	0	Holy																		3																																																																																		72											
1118	The Throne of Law	11	214015	0	Holy																Order		1	-1																																																																																	72											
1119	The Throne of Zeal	11	214015	0	Holy																		2													1																																																																					72											
1120	The Brass Throne	11	214015	0	Holy	1			1					50									1																																																																																		72											
1121	The Coral Throne	11	16640	0	Holy			1				1		50	50								1																																																							577																											72											
1122	The Throne of Pestilence	11	214015	0	Holy						3										Death		1				1																																																																														72											
1123	The Lower Throne	11	16607	0	Holy								5										1																																																																																		72											
1124	The Throne of Spring	11	16607	0	Holy		1														Growth		1				-1																																																								2543																						72				1							
1125	The Throne of Summer	11	16607	0	Holy	1															Heat		1			-1																																																									2544																						72				1							
1126	The Throne of Autumn	11	16607	0	Holy				1												Death		1				1																																																								2545																						72				1							
1127	The Throne of Winter	11	16607	0	Holy			1													Cold		1			1																																																									2546																						72				1							
1128	The Throne of the First Age	12	214015	0	Holy																Magic		3																																																																																		72				3					1		
1129	The Throne of Gaia	12	214015	0	Holy							2											2				-2																																																																														72											
1130	The Crystal Throne	12	16607	0	Holy				1	1													2																																																												340																						72											
1131	The Iron Throne	12	16607	0	Holy										100								2																																																												477																						72											
1132	The Silver Throne	12	16607	0	Holy									100									2																																																												100																						72											
1133	The Golden Throne	12	16607	0	Holy									200									2																																																												101																						72											
1134	The Throne of Bureaucracy	12	214015	0	Holy									-100									5	-1																																																																																1	72						1					
1135	The Throne of Knowledge	12	16607	0	Holy																		2																																																												479	478																					72											
1136	The Throne of Life	12	214015	0	Holy							3									Growth		2				-1																																																																														72											
1137	The Throne of Death	12	214015	0	Holy						5										Death		2				1																																																																														72											
1138	The Throne of Fortune	12	214015	0	Holy					2											Luck		2					-1																																																																													72											
1139	The Throne of Misfortune	12	214015	0	Holy					4											Misfortune		2					1																																																																													72											
1140	The Inner Throne	12	16607	0	Holy				1				3										2	-1																																																																																	72											
1141	The Outer Throne	12	214015	0	Holy					3													2						-1																																																																												72											
1142	The Throne of the Moon	12	214015	0	Holy			1		1													2				-1								3																																																																						72				4							
1143	The Throne of Fire	12	16607	0	Holy	1																	2															3			F	1																																									99																						72				2	1						
1144	The Throne of Earth	12	16607	0	Holy				1														2																		E	1																																									345																		1				72				2	1						
1145	The Throne of Water	12	214015	0	Holy			1															2																		W	1																																									103								3														72				2	1						
1146	The Throne of Air	12	16607	0	Holy		1																2																		A	1																																									93																			40			72				2	1						
1147	The Throne of the Churning Ocean	12	16416	0	Holy		1	3													Turmoil		2																																20%																																																		72					1						
1148	The Throne of Splendour	13	214015	0	Holy																		3																																																																													1					72											
1149	The Throne of the Pantokrator	13	214015	0	Holy																		7																																																																																	2	72						2		2			
1150	The Throne of Abundance	13	214015	0	Holy	1	1	1	1	2	1	1		150									3		2																																																																																72											
1151	The Throne of Eternal Suffering	13	214015	0	Holy																		3	-1	-1			1																																																																													72											
1152	The Throne of the Sun	13	214015	0	Holy	3																	5	-1		-1	-1			5																																																																											72				4							
1153	The Throne of Sorcery	13	214015	0	Holy					2	1	1									Magic		3																		SDNB	2																		30%																																													72											
1154	The Throne of Elements	13	214015	0	Holy	1	1	1	1														3																		FAWE	2															30%																																																72											
1155	The Shattered Throne	13	214015	0	Holy					2			4				10				Magic	Misfortune	3					1																																	30%			1%	5%																																								72											
1156	The Throne of Creation	13	214015	0	Holy										100						Turmoil		3	3																															30%			20%																																															72							1				
1157	The Throne of Destiny	13	214015	0	Holy																		3	-1				-2																																																																													72											
1158	Wind Spire	0	223	0	Air		1																																																																																																		12											
1159	Lava Lake	0	735	0	Fire	1		1																																																																																																	5											
1160	Cliffside Abattoir	1	16388	1	Blood		1																																																																																																		60											
1161	Dragon Rune	2	16639	2	Astral					1																																																																																															39											
1162	Ivy Grove	1	2	2	Nature							1																																																																																													52											
1163	Hall of the Ivy King	2	16386	3	Nature							2									Growth																																																																																				58											
